"intercept","env_range","lat_range","sim","fit_model","job"
-3.5,10,50,96,"mgcv",2585
-2.5,10,50,96,"mgcv",2586
-4.5,30,50,96,"mgcv",2587
-3.5,30,50,96,"mgcv",2588
-2.5,30,50,96,"mgcv",2589
-4.5,50,50,96,"mgcv",2590
-3.5,50,50,96,"mgcv",2591
-2.5,50,50,96,"mgcv",2592
-4.5,10,10,97,"mgcv",2593
-3.5,10,10,97,"mgcv",2594
-2.5,10,10,97,"mgcv",2595
-4.5,30,10,97,"mgcv",2596
-3.5,30,10,97,"mgcv",2597
-2.5,30,10,97,"mgcv",2598
-4.5,50,10,97,"mgcv",2599
-3.5,50,10,97,"mgcv",2600
-2.5,50,10,97,"mgcv",2601
-4.5,10,30,97,"mgcv",2602
-3.5,10,30,97,"mgcv",2603
-2.5,10,30,97,"mgcv",2604
-4.5,30,30,97,"mgcv",2605
-3.5,30,30,97,"mgcv",2606
-2.5,30,30,97,"mgcv",2607
-4.5,50,30,97,"mgcv",2608
-3.5,50,30,97,"mgcv",2609
-2.5,50,30,97,"mgcv",2610
-4.5,10,50,97,"mgcv",2611
-3.5,10,50,97,"mgcv",2612
-2.5,10,50,97,"mgcv",2613
-4.5,30,50,97,"mgcv",2614
-3.5,30,50,97,"mgcv",2615
-2.5,30,50,97,"mgcv",2616
-4.5,50,50,97,"mgcv",2617
-3.5,50,50,97,"mgcv",2618
-2.5,50,50,97,"mgcv",2619
-4.5,10,10,98,"mgcv",2620
-3.5,10,10,98,"mgcv",2621
-2.5,10,10,98,"mgcv",2622
-4.5,30,10,98,"mgcv",2623
-3.5,30,10,98,"mgcv",2624
-2.5,30,10,98,"mgcv",2625
-4.5,50,10,98,"mgcv",2626
-3.5,50,10,98,"mgcv",2627
-2.5,50,10,98,"mgcv",2628
-4.5,10,30,98,"mgcv",2629
-3.5,10,30,98,"mgcv",2630
-2.5,10,30,98,"mgcv",2631
-4.5,30,30,98,"mgcv",2632
-3.5,30,30,98,"mgcv",2633
-2.5,30,30,98,"mgcv",2634
-4.5,50,30,98,"mgcv",2635
-3.5,50,30,98,"mgcv",2636
-2.5,50,30,98,"mgcv",2637
-4.5,10,50,98,"mgcv",2638
-3.5,10,50,98,"mgcv",2639
-2.5,10,50,98,"mgcv",2640
-4.5,30,50,98,"mgcv",2641
-3.5,30,50,98,"mgcv",2642
-2.5,30,50,98,"mgcv",2643
-4.5,50,50,98,"mgcv",2644
-3.5,50,50,98,"mgcv",2645
-2.5,50,50,98,"mgcv",2646
-4.5,10,10,99,"mgcv",2647
-3.5,10,10,99,"mgcv",2648
-2.5,10,10,99,"mgcv",2649
-4.5,30,10,99,"mgcv",2650
-3.5,30,10,99,"mgcv",2651
-2.5,30,10,99,"mgcv",2652
-4.5,50,10,99,"mgcv",2653
-3.5,50,10,99,"mgcv",2654
-2.5,50,10,99,"mgcv",2655
-4.5,10,30,99,"mgcv",2656
-3.5,10,30,99,"mgcv",2657
-2.5,10,30,99,"mgcv",2658
-4.5,30,30,99,"mgcv",2659
-3.5,30,30,99,"mgcv",2660
-2.5,30,30,99,"mgcv",2661
-4.5,50,30,99,"mgcv",2662
-3.5,50,30,99,"mgcv",2663
-2.5,50,30,99,"mgcv",2664
-4.5,10,50,99,"mgcv",2665
-3.5,10,50,99,"mgcv",2666
-2.5,10,50,99,"mgcv",2667
-4.5,30,50,99,"mgcv",2668
-3.5,30,50,99,"mgcv",2669
-2.5,30,50,99,"mgcv",2670
-4.5,50,50,99,"mgcv",2671
-3.5,50,50,99,"mgcv",2672
-2.5,50,50,99,"mgcv",2673
-4.5,10,10,100,"mgcv",2674
-3.5,10,10,100,"mgcv",2675
-2.5,10,10,100,"mgcv",2676
-4.5,30,10,100,"mgcv",2677
-3.5,30,10,100,"mgcv",2678
-2.5,30,10,100,"mgcv",2679
-4.5,50,10,100,"mgcv",2680
-3.5,50,10,100,"mgcv",2681
-2.5,50,10,100,"mgcv",2682
-4.5,10,30,100,"mgcv",2683
-3.5,10,30,100,"mgcv",2684
-2.5,10,30,100,"mgcv",2685
-4.5,30,30,100,"mgcv",2686
-3.5,30,30,100,"mgcv",2687
-2.5,30,30,100,"mgcv",2688
-4.5,50,30,100,"mgcv",2689
-3.5,50,30,100,"mgcv",2690
-2.5,50,30,100,"mgcv",2691
-4.5,10,50,100,"mgcv",2692
-3.5,10,50,100,"mgcv",2693
-2.5,10,50,100,"mgcv",2694
-4.5,30,50,100,"mgcv",2695
-3.5,30,50,100,"mgcv",2696
-2.5,30,50,100,"mgcv",2697
-4.5,50,50,100,"mgcv",2698
-3.5,50,50,100,"mgcv",2699
-2.5,50,50,100,"mgcv",2700
-4.5,10,10,1,"gam_opt",2701
-3.5,10,10,1,"gam_opt",2702
-2.5,10,10,1,"gam_opt",2703
-4.5,30,10,1,"gam_opt",2704
-3.5,30,10,1,"gam_opt",2705
-2.5,30,10,1,"gam_opt",2706
-4.5,50,10,1,"gam_opt",2707
-3.5,50,10,1,"gam_opt",2708
-2.5,50,10,1,"gam_opt",2709
-4.5,10,30,1,"gam_opt",2710
-3.5,10,30,1,"gam_opt",2711
-2.5,10,30,1,"gam_opt",2712
-4.5,30,30,1,"gam_opt",2713
-3.5,30,30,1,"gam_opt",2714
-2.5,30,30,1,"gam_opt",2715
-4.5,50,30,1,"gam_opt",2716
-3.5,50,30,1,"gam_opt",2717
-2.5,50,30,1,"gam_opt",2718
-4.5,10,50,1,"gam_opt",2719
-3.5,10,50,1,"gam_opt",2720
-2.5,10,50,1,"gam_opt",2721
-4.5,30,50,1,"gam_opt",2722
-3.5,30,50,1,"gam_opt",2723
-2.5,30,50,1,"gam_opt",2724
-4.5,50,50,1,"gam_opt",2725
-3.5,50,50,1,"gam_opt",2726
-2.5,50,50,1,"gam_opt",2727
-4.5,10,10,2,"gam_opt",2728
-3.5,10,10,2,"gam_opt",2729
-2.5,10,10,2,"gam_opt",2730
-4.5,30,10,2,"gam_opt",2731
-3.5,30,10,2,"gam_opt",2732
-2.5,30,10,2,"gam_opt",2733
-4.5,50,10,2,"gam_opt",2734
-3.5,50,10,2,"gam_opt",2735
-2.5,50,10,2,"gam_opt",2736
-4.5,10,30,2,"gam_opt",2737
-3.5,10,30,2,"gam_opt",2738
-2.5,10,30,2,"gam_opt",2739
-4.5,30,30,2,"gam_opt",2740
-3.5,30,30,2,"gam_opt",2741
-2.5,30,30,2,"gam_opt",2742
-4.5,50,30,2,"gam_opt",2743
-3.5,50,30,2,"gam_opt",2744
-2.5,50,30,2,"gam_opt",2745
-4.5,10,50,2,"gam_opt",2746
-3.5,10,50,2,"gam_opt",2747
-2.5,10,50,2,"gam_opt",2748
-4.5,30,50,2,"gam_opt",2749
-3.5,30,50,2,"gam_opt",2750
-2.5,30,50,2,"gam_opt",2751
-4.5,50,50,2,"gam_opt",2752
-3.5,50,50,2,"gam_opt",2753
-2.5,50,50,2,"gam_opt",2754
-4.5,10,10,3,"gam_opt",2755
-3.5,10,10,3,"gam_opt",2756
-2.5,10,10,3,"gam_opt",2757
-4.5,30,10,3,"gam_opt",2758
-3.5,30,10,3,"gam_opt",2759
-2.5,30,10,3,"gam_opt",2760
-4.5,50,10,3,"gam_opt",2761
-3.5,50,10,3,"gam_opt",2762
-2.5,50,10,3,"gam_opt",2763
-4.5,10,30,3,"gam_opt",2764
-3.5,10,30,3,"gam_opt",2765
-2.5,10,30,3,"gam_opt",2766
-4.5,30,30,3,"gam_opt",2767
-3.5,30,30,3,"gam_opt",2768
-2.5,30,30,3,"gam_opt",2769
-4.5,50,30,3,"gam_opt",2770
-3.5,50,30,3,"gam_opt",2771
-2.5,50,30,3,"gam_opt",2772
-4.5,10,50,3,"gam_opt",2773
-3.5,10,50,3,"gam_opt",2774
-2.5,10,50,3,"gam_opt",2775
-4.5,30,50,3,"gam_opt",2776
-3.5,30,50,3,"gam_opt",2777
-2.5,30,50,3,"gam_opt",2778
-4.5,50,50,3,"gam_opt",2779
-3.5,50,50,3,"gam_opt",2780
-2.5,50,50,3,"gam_opt",2781
-4.5,10,10,4,"gam_opt",2782
-3.5,10,10,4,"gam_opt",2783
-2.5,10,10,4,"gam_opt",2784
-4.5,30,10,4,"gam_opt",2785
-3.5,30,10,4,"gam_opt",2786
-2.5,30,10,4,"gam_opt",2787
-4.5,50,10,4,"gam_opt",2788
-3.5,50,10,4,"gam_opt",2789
-2.5,50,10,4,"gam_opt",2790
-4.5,10,30,4,"gam_opt",2791
-3.5,10,30,4,"gam_opt",2792
-2.5,10,30,4,"gam_opt",2793
-4.5,30,30,4,"gam_opt",2794
-3.5,30,30,4,"gam_opt",2795
-2.5,30,30,4,"gam_opt",2796
-4.5,50,30,4,"gam_opt",2797
-3.5,50,30,4,"gam_opt",2798
-2.5,50,30,4,"gam_opt",2799
-4.5,10,50,4,"gam_opt",2800
-3.5,10,50,4,"gam_opt",2801
-2.5,10,50,4,"gam_opt",2802
-4.5,30,50,4,"gam_opt",2803
-3.5,30,50,4,"gam_opt",2804
-2.5,30,50,4,"gam_opt",2805
-4.5,50,50,4,"gam_opt",2806
-3.5,50,50,4,"gam_opt",2807
-2.5,50,50,4,"gam_opt",2808
-4.5,10,10,5,"gam_opt",2809
-3.5,10,10,5,"gam_opt",2810
-2.5,10,10,5,"gam_opt",2811
-4.5,30,10,5,"gam_opt",2812
-3.5,30,10,5,"gam_opt",2813
-2.5,30,10,5,"gam_opt",2814
-4.5,50,10,5,"gam_opt",2815
-3.5,50,10,5,"gam_opt",2816
-2.5,50,10,5,"gam_opt",2817
-4.5,10,30,5,"gam_opt",2818
-3.5,10,30,5,"gam_opt",2819
-2.5,10,30,5,"gam_opt",2820
-4.5,30,30,5,"gam_opt",2821
-3.5,30,30,5,"gam_opt",2822
-2.5,30,30,5,"gam_opt",2823
-4.5,50,30,5,"gam_opt",2824
-3.5,50,30,5,"gam_opt",2825
-2.5,50,30,5,"gam_opt",2826
-4.5,10,50,5,"gam_opt",2827
-3.5,10,50,5,"gam_opt",2828
-2.5,10,50,5,"gam_opt",2829
-4.5,30,50,5,"gam_opt",2830
-3.5,30,50,5,"gam_opt",2831
-2.5,30,50,5,"gam_opt",2832
-4.5,50,50,5,"gam_opt",2833
-3.5,50,50,5,"gam_opt",2834
-2.5,50,50,5,"gam_opt",2835
-4.5,10,10,6,"gam_opt",2836
-3.5,10,10,6,"gam_opt",2837
-2.5,10,10,6,"gam_opt",2838
-4.5,30,10,6,"gam_opt",2839
-3.5,30,10,6,"gam_opt",2840
-2.5,30,10,6,"gam_opt",2841
-4.5,50,10,6,"gam_opt",2842
-3.5,50,10,6,"gam_opt",2843
-2.5,50,10,6,"gam_opt",2844
-4.5,10,30,6,"gam_opt",2845
-3.5,10,30,6,"gam_opt",2846
-2.5,10,30,6,"gam_opt",2847
-4.5,30,30,6,"gam_opt",2848
-3.5,30,30,6,"gam_opt",2849
-2.5,30,30,6,"gam_opt",2850
-4.5,50,30,6,"gam_opt",2851
-3.5,50,30,6,"gam_opt",2852
-2.5,50,30,6,"gam_opt",2853
-4.5,10,50,6,"gam_opt",2854
-3.5,10,50,6,"gam_opt",2855
-2.5,10,50,6,"gam_opt",2856
-4.5,30,50,6,"gam_opt",2857
-3.5,30,50,6,"gam_opt",2858
-2.5,30,50,6,"gam_opt",2859
-4.5,50,50,6,"gam_opt",2860
-3.5,50,50,6,"gam_opt",2861
-2.5,50,50,6,"gam_opt",2862
-4.5,10,10,7,"gam_opt",2863
-3.5,10,10,7,"gam_opt",2864
-2.5,10,10,7,"gam_opt",2865
-4.5,30,10,7,"gam_opt",2866
-3.5,30,10,7,"gam_opt",2867
-2.5,30,10,7,"gam_opt",2868
-4.5,50,10,7,"gam_opt",2869
-3.5,50,10,7,"gam_opt",2870
-2.5,50,10,7,"gam_opt",2871
-4.5,10,30,7,"gam_opt",2872
-3.5,10,30,7,"gam_opt",2873
-2.5,10,30,7,"gam_opt",2874
-4.5,30,30,7,"gam_opt",2875
-3.5,30,30,7,"gam_opt",2876
-2.5,30,30,7,"gam_opt",2877
-4.5,50,30,7,"gam_opt",2878
-3.5,50,30,7,"gam_opt",2879
-2.5,50,30,7,"gam_opt",2880
-4.5,10,50,7,"gam_opt",2881
-3.5,10,50,7,"gam_opt",2882
-2.5,10,50,7,"gam_opt",2883
-4.5,30,50,7,"gam_opt",2884
-3.5,30,50,7,"gam_opt",2885
-2.5,30,50,7,"gam_opt",2886
-4.5,50,50,7,"gam_opt",2887
-3.5,50,50,7,"gam_opt",2888
-2.5,50,50,7,"gam_opt",2889
-4.5,10,10,8,"gam_opt",2890
-3.5,10,10,8,"gam_opt",2891
-2.5,10,10,8,"gam_opt",2892
-4.5,30,10,8,"gam_opt",2893
-3.5,30,10,8,"gam_opt",2894
-2.5,30,10,8,"gam_opt",2895
-4.5,50,10,8,"gam_opt",2896
-3.5,50,10,8,"gam_opt",2897
-2.5,50,10,8,"gam_opt",2898
-4.5,10,30,8,"gam_opt",2899
-3.5,10,30,8,"gam_opt",2900
-2.5,10,30,8,"gam_opt",2901
-4.5,30,30,8,"gam_opt",2902
-3.5,30,30,8,"gam_opt",2903
-2.5,30,30,8,"gam_opt",2904
-4.5,50,30,8,"gam_opt",2905
-3.5,50,30,8,"gam_opt",2906
-2.5,50,30,8,"gam_opt",2907
-4.5,10,50,8,"gam_opt",2908
-3.5,10,50,8,"gam_opt",2909
-2.5,10,50,8,"gam_opt",2910
-4.5,30,50,8,"gam_opt",2911
-3.5,30,50,8,"gam_opt",2912
-2.5,30,50,8,"gam_opt",2913
-4.5,50,50,8,"gam_opt",2914
-3.5,50,50,8,"gam_opt",2915
-2.5,50,50,8,"gam_opt",2916
-4.5,10,10,9,"gam_opt",2917
-3.5,10,10,9,"gam_opt",2918
-2.5,10,10,9,"gam_opt",2919
-4.5,30,10,9,"gam_opt",2920
-3.5,30,10,9,"gam_opt",2921
-2.5,30,10,9,"gam_opt",2922
-4.5,50,10,9,"gam_opt",2923
-3.5,50,10,9,"gam_opt",2924
-2.5,50,10,9,"gam_opt",2925
-4.5,10,30,9,"gam_opt",2926
-3.5,10,30,9,"gam_opt",2927
-2.5,10,30,9,"gam_opt",2928
-4.5,30,30,9,"gam_opt",2929
-3.5,30,30,9,"gam_opt",2930
-2.5,30,30,9,"gam_opt",2931
-4.5,50,30,9,"gam_opt",2932
-3.5,50,30,9,"gam_opt",2933
-2.5,50,30,9,"gam_opt",2934
-4.5,10,50,9,"gam_opt",2935
-3.5,10,50,9,"gam_opt",2936
-2.5,10,50,9,"gam_opt",2937
-4.5,30,50,9,"gam_opt",2938
-3.5,30,50,9,"gam_opt",2939
-2.5,30,50,9,"gam_opt",2940
-4.5,50,50,9,"gam_opt",2941
-3.5,50,50,9,"gam_opt",2942
-2.5,50,50,9,"gam_opt",2943
-4.5,10,10,10,"gam_opt",2944
-3.5,10,10,10,"gam_opt",2945
-2.5,10,10,10,"gam_opt",2946
-4.5,30,10,10,"gam_opt",2947
-3.5,30,10,10,"gam_opt",2948
-2.5,30,10,10,"gam_opt",2949
-4.5,50,10,10,"gam_opt",2950
-3.5,50,10,10,"gam_opt",2951
-2.5,50,10,10,"gam_opt",2952
-4.5,10,30,10,"gam_opt",2953
-3.5,10,30,10,"gam_opt",2954
-2.5,10,30,10,"gam_opt",2955
-4.5,30,30,10,"gam_opt",2956
-3.5,30,30,10,"gam_opt",2957
-2.5,30,30,10,"gam_opt",2958
-4.5,50,30,10,"gam_opt",2959
-3.5,50,30,10,"gam_opt",2960
-2.5,50,30,10,"gam_opt",2961
-4.5,10,50,10,"gam_opt",2962
-3.5,10,50,10,"gam_opt",2963
-2.5,10,50,10,"gam_opt",2964
-4.5,30,50,10,"gam_opt",2965
-3.5,30,50,10,"gam_opt",2966
-2.5,30,50,10,"gam_opt",2967
-4.5,50,50,10,"gam_opt",2968
-3.5,50,50,10,"gam_opt",2969
-2.5,50,50,10,"gam_opt",2970
-4.5,10,10,11,"gam_opt",2971
-3.5,10,10,11,"gam_opt",2972
-2.5,10,10,11,"gam_opt",2973
-4.5,30,10,11,"gam_opt",2974
-3.5,30,10,11,"gam_opt",2975
-2.5,30,10,11,"gam_opt",2976
-4.5,50,10,11,"gam_opt",2977
-3.5,50,10,11,"gam_opt",2978
-2.5,50,10,11,"gam_opt",2979
-4.5,10,30,11,"gam_opt",2980
-3.5,10,30,11,"gam_opt",2981
-2.5,10,30,11,"gam_opt",2982
-4.5,30,30,11,"gam_opt",2983
-3.5,30,30,11,"gam_opt",2984
-2.5,30,30,11,"gam_opt",2985
-4.5,50,30,11,"gam_opt",2986
-3.5,50,30,11,"gam_opt",2987
-2.5,50,30,11,"gam_opt",2988
-4.5,10,50,11,"gam_opt",2989
-3.5,10,50,11,"gam_opt",2990
-2.5,10,50,11,"gam_opt",2991
-4.5,30,50,11,"gam_opt",2992
-3.5,30,50,11,"gam_opt",2993
-2.5,30,50,11,"gam_opt",2994
-4.5,50,50,11,"gam_opt",2995
-3.5,50,50,11,"gam_opt",2996
-2.5,50,50,11,"gam_opt",2997
-4.5,10,10,12,"gam_opt",2998
-3.5,10,10,12,"gam_opt",2999
-2.5,10,10,12,"gam_opt",3000
-4.5,30,10,12,"gam_opt",3001
-3.5,30,10,12,"gam_opt",3002
-2.5,30,10,12,"gam_opt",3003
-4.5,50,10,12,"gam_opt",3004
-3.5,50,10,12,"gam_opt",3005
-2.5,50,10,12,"gam_opt",3006
-4.5,10,30,12,"gam_opt",3007
-3.5,10,30,12,"gam_opt",3008
-2.5,10,30,12,"gam_opt",3009
-4.5,30,30,12,"gam_opt",3010
-3.5,30,30,12,"gam_opt",3011
-2.5,30,30,12,"gam_opt",3012
-4.5,50,30,12,"gam_opt",3013
-3.5,50,30,12,"gam_opt",3014
-2.5,50,30,12,"gam_opt",3015
-4.5,10,50,12,"gam_opt",3016
-3.5,10,50,12,"gam_opt",3017
-2.5,10,50,12,"gam_opt",3018
-4.5,30,50,12,"gam_opt",3019
-3.5,30,50,12,"gam_opt",3020
-2.5,30,50,12,"gam_opt",3021
-4.5,50,50,12,"gam_opt",3022
-3.5,50,50,12,"gam_opt",3023
-2.5,50,50,12,"gam_opt",3024
-4.5,10,10,13,"gam_opt",3025
-3.5,10,10,13,"gam_opt",3026
-2.5,10,10,13,"gam_opt",3027
-4.5,30,10,13,"gam_opt",3028
-3.5,30,10,13,"gam_opt",3029
-2.5,30,10,13,"gam_opt",3030
-4.5,50,10,13,"gam_opt",3031
-3.5,50,10,13,"gam_opt",3032
-2.5,50,10,13,"gam_opt",3033
-4.5,10,30,13,"gam_opt",3034
-3.5,10,30,13,"gam_opt",3035
-2.5,10,30,13,"gam_opt",3036
-4.5,30,30,13,"gam_opt",3037
-3.5,30,30,13,"gam_opt",3038
-2.5,30,30,13,"gam_opt",3039
-4.5,50,30,13,"gam_opt",3040
-3.5,50,30,13,"gam_opt",3041
-2.5,50,30,13,"gam_opt",3042
-4.5,10,50,13,"gam_opt",3043
-3.5,10,50,13,"gam_opt",3044
-2.5,10,50,13,"gam_opt",3045
-4.5,30,50,13,"gam_opt",3046
-3.5,30,50,13,"gam_opt",3047
-2.5,30,50,13,"gam_opt",3048
-4.5,50,50,13,"gam_opt",3049
-3.5,50,50,13,"gam_opt",3050
-2.5,50,50,13,"gam_opt",3051
-4.5,10,10,14,"gam_opt",3052
-3.5,10,10,14,"gam_opt",3053
-2.5,10,10,14,"gam_opt",3054
-4.5,30,10,14,"gam_opt",3055
-3.5,30,10,14,"gam_opt",3056
-2.5,30,10,14,"gam_opt",3057
-4.5,50,10,14,"gam_opt",3058
-3.5,50,10,14,"gam_opt",3059
-2.5,50,10,14,"gam_opt",3060
-4.5,10,30,14,"gam_opt",3061
-3.5,10,30,14,"gam_opt",3062
-2.5,10,30,14,"gam_opt",3063
-4.5,30,30,14,"gam_opt",3064
-3.5,30,30,14,"gam_opt",3065
-2.5,30,30,14,"gam_opt",3066
-4.5,50,30,14,"gam_opt",3067
-3.5,50,30,14,"gam_opt",3068
-2.5,50,30,14,"gam_opt",3069
-4.5,10,50,14,"gam_opt",3070
-3.5,10,50,14,"gam_opt",3071
-2.5,10,50,14,"gam_opt",3072
-4.5,30,50,14,"gam_opt",3073
-3.5,30,50,14,"gam_opt",3074
-2.5,30,50,14,"gam_opt",3075
-4.5,50,50,14,"gam_opt",3076
-3.5,50,50,14,"gam_opt",3077
-2.5,50,50,14,"gam_opt",3078
-4.5,10,10,15,"gam_opt",3079
-3.5,10,10,15,"gam_opt",3080
-2.5,10,10,15,"gam_opt",3081
-4.5,30,10,15,"gam_opt",3082
-3.5,30,10,15,"gam_opt",3083
-2.5,30,10,15,"gam_opt",3084
-4.5,50,10,15,"gam_opt",3085
-3.5,50,10,15,"gam_opt",3086
-2.5,50,10,15,"gam_opt",3087
-4.5,10,30,15,"gam_opt",3088
-3.5,10,30,15,"gam_opt",3089
-2.5,10,30,15,"gam_opt",3090
-4.5,30,30,15,"gam_opt",3091
-3.5,30,30,15,"gam_opt",3092
-2.5,30,30,15,"gam_opt",3093
-4.5,50,30,15,"gam_opt",3094
-3.5,50,30,15,"gam_opt",3095
-2.5,50,30,15,"gam_opt",3096
-4.5,10,50,15,"gam_opt",3097
-3.5,10,50,15,"gam_opt",3098
-2.5,10,50,15,"gam_opt",3099
-4.5,30,50,15,"gam_opt",3100
-3.5,30,50,15,"gam_opt",3101
-2.5,30,50,15,"gam_opt",3102
-4.5,50,50,15,"gam_opt",3103
-3.5,50,50,15,"gam_opt",3104
-2.5,50,50,15,"gam_opt",3105
-4.5,10,10,16,"gam_opt",3106
-3.5,10,10,16,"gam_opt",3107
-2.5,10,10,16,"gam_opt",3108
-4.5,30,10,16,"gam_opt",3109
-3.5,30,10,16,"gam_opt",3110
-2.5,30,10,16,"gam_opt",3111
-4.5,50,10,16,"gam_opt",3112
-3.5,50,10,16,"gam_opt",3113
-2.5,50,10,16,"gam_opt",3114
-4.5,10,30,16,"gam_opt",3115
-3.5,10,30,16,"gam_opt",3116
-2.5,10,30,16,"gam_opt",3117
-4.5,30,30,16,"gam_opt",3118
-3.5,30,30,16,"gam_opt",3119
-2.5,30,30,16,"gam_opt",3120
-4.5,50,30,16,"gam_opt",3121
-3.5,50,30,16,"gam_opt",3122
-2.5,50,30,16,"gam_opt",3123
-4.5,10,50,16,"gam_opt",3124
-3.5,10,50,16,"gam_opt",3125
-2.5,10,50,16,"gam_opt",3126
-4.5,30,50,16,"gam_opt",3127
-3.5,30,50,16,"gam_opt",3128
-2.5,30,50,16,"gam_opt",3129
-4.5,50,50,16,"gam_opt",3130
-3.5,50,50,16,"gam_opt",3131
-2.5,50,50,16,"gam_opt",3132
-4.5,10,10,17,"gam_opt",3133
-3.5,10,10,17,"gam_opt",3134
-2.5,10,10,17,"gam_opt",3135
-4.5,30,10,17,"gam_opt",3136
-3.5,30,10,17,"gam_opt",3137
-2.5,30,10,17,"gam_opt",3138
-4.5,50,10,17,"gam_opt",3139
-3.5,50,10,17,"gam_opt",3140
-2.5,50,10,17,"gam_opt",3141
-4.5,10,30,17,"gam_opt",3142
-3.5,10,30,17,"gam_opt",3143
-2.5,10,30,17,"gam_opt",3144
-4.5,30,30,17,"gam_opt",3145
-3.5,30,30,17,"gam_opt",3146
-2.5,30,30,17,"gam_opt",3147
-4.5,50,30,17,"gam_opt",3148
-3.5,50,30,17,"gam_opt",3149
-2.5,50,30,17,"gam_opt",3150
-4.5,10,50,17,"gam_opt",3151
-3.5,10,50,17,"gam_opt",3152
-2.5,10,50,17,"gam_opt",3153
-4.5,30,50,17,"gam_opt",3154
-3.5,30,50,17,"gam_opt",3155
-2.5,30,50,17,"gam_opt",3156
-4.5,50,50,17,"gam_opt",3157
-3.5,50,50,17,"gam_opt",3158
-2.5,50,50,17,"gam_opt",3159
-4.5,10,10,18,"gam_opt",3160
-3.5,10,10,18,"gam_opt",3161
-2.5,10,10,18,"gam_opt",3162
-4.5,30,10,18,"gam_opt",3163
-3.5,30,10,18,"gam_opt",3164
-2.5,30,10,18,"gam_opt",3165
-4.5,50,10,18,"gam_opt",3166
-3.5,50,10,18,"gam_opt",3167
-2.5,50,10,18,"gam_opt",3168
-4.5,10,30,18,"gam_opt",3169
-3.5,10,30,18,"gam_opt",3170
-2.5,10,30,18,"gam_opt",3171
-4.5,30,30,18,"gam_opt",3172
-3.5,30,30,18,"gam_opt",3173
-2.5,30,30,18,"gam_opt",3174
-4.5,50,30,18,"gam_opt",3175
-3.5,50,30,18,"gam_opt",3176
-2.5,50,30,18,"gam_opt",3177
-4.5,10,50,18,"gam_opt",3178
-3.5,10,50,18,"gam_opt",3179
-2.5,10,50,18,"gam_opt",3180
-4.5,30,50,18,"gam_opt",3181
-3.5,30,50,18,"gam_opt",3182
-2.5,30,50,18,"gam_opt",3183
-4.5,50,50,18,"gam_opt",3184
-3.5,50,50,18,"gam_opt",3185
-2.5,50,50,18,"gam_opt",3186
-4.5,10,10,19,"gam_opt",3187
-3.5,10,10,19,"gam_opt",3188
-2.5,10,10,19,"gam_opt",3189
-4.5,30,10,19,"gam_opt",3190
-3.5,30,10,19,"gam_opt",3191
-2.5,30,10,19,"gam_opt",3192
-4.5,50,10,19,"gam_opt",3193
-3.5,50,10,19,"gam_opt",3194
-2.5,50,10,19,"gam_opt",3195
-4.5,10,30,19,"gam_opt",3196
-3.5,10,30,19,"gam_opt",3197
-2.5,10,30,19,"gam_opt",3198
-4.5,30,30,19,"gam_opt",3199
-3.5,30,30,19,"gam_opt",3200
-2.5,30,30,19,"gam_opt",3201
-4.5,50,30,19,"gam_opt",3202
-3.5,50,30,19,"gam_opt",3203
-2.5,50,30,19,"gam_opt",3204
-4.5,10,50,19,"gam_opt",3205
-3.5,10,50,19,"gam_opt",3206
-2.5,10,50,19,"gam_opt",3207
-4.5,30,50,19,"gam_opt",3208
-3.5,30,50,19,"gam_opt",3209
-2.5,30,50,19,"gam_opt",3210
-4.5,50,50,19,"gam_opt",3211
-3.5,50,50,19,"gam_opt",3212
-2.5,50,50,19,"gam_opt",3213
-4.5,10,10,20,"gam_opt",3214
-3.5,10,10,20,"gam_opt",3215
-2.5,10,10,20,"gam_opt",3216
-4.5,30,10,20,"gam_opt",3217
-3.5,30,10,20,"gam_opt",3218
-2.5,30,10,20,"gam_opt",3219
-4.5,50,10,20,"gam_opt",3220
-3.5,50,10,20,"gam_opt",3221
-2.5,50,10,20,"gam_opt",3222
-4.5,10,30,20,"gam_opt",3223
-3.5,10,30,20,"gam_opt",3224
-2.5,10,30,20,"gam_opt",3225
-4.5,30,30,20,"gam_opt",3226
-3.5,30,30,20,"gam_opt",3227
-2.5,30,30,20,"gam_opt",3228
-4.5,50,30,20,"gam_opt",3229
-3.5,50,30,20,"gam_opt",3230
-2.5,50,30,20,"gam_opt",3231
-4.5,10,50,20,"gam_opt",3232
-3.5,10,50,20,"gam_opt",3233
-2.5,10,50,20,"gam_opt",3234
-4.5,30,50,20,"gam_opt",3235
-3.5,30,50,20,"gam_opt",3236
-2.5,30,50,20,"gam_opt",3237
-4.5,50,50,20,"gam_opt",3238
-3.5,50,50,20,"gam_opt",3239
-2.5,50,50,20,"gam_opt",3240
-4.5,10,10,21,"gam_opt",3241
-3.5,10,10,21,"gam_opt",3242
-2.5,10,10,21,"gam_opt",3243
-4.5,30,10,21,"gam_opt",3244
-3.5,30,10,21,"gam_opt",3245
-2.5,30,10,21,"gam_opt",3246
-4.5,50,10,21,"gam_opt",3247
-3.5,50,10,21,"gam_opt",3248
-2.5,50,10,21,"gam_opt",3249
-4.5,10,30,21,"gam_opt",3250
-3.5,10,30,21,"gam_opt",3251
-2.5,10,30,21,"gam_opt",3252
-4.5,30,30,21,"gam_opt",3253
-3.5,30,30,21,"gam_opt",3254
-2.5,30,30,21,"gam_opt",3255
